pts,elo_i,elo_n,win_equiv,opp_pts,opp_elo_i,opp_elo_n,forecast
92,1308.2758,1307.4346,22.037512,104,1716.7095,1717.5507,0.050845504
102,1480.8765,1491.7019,39.809208,94,1431.3284,1420.5029,0.42789996
94,1431.3284,1420.5029,32.46693,102,1480.8765,1491.7019,0.57210004
106,1613.8105,1625.7593,53.464119,93,1507.0255,1495.0768,0.50976324
93,1507.0255,1495.0768,40.163002,106,1613.8105,1625.7593,0.49023679
96,1471.1753,1448.1653,35.279636,113,1427.8007,1450.8107,0.69536674
113,1427.8007,1450.8107,35.551975,96,1471.1753,1448.1653,0.30463326
91,1400.0728,1395.4547,29.989721,96,1603.59,1608.208,0.35528389
96,1603.59,1608.208,51.771244,91,1400.0728,1395.4547,0.64471614
106,1572.1207,1577.5094,48.716599,103,1662.2206,1656.8319,0.5142436
103,1662.2206,1656.8319,56.346546,106,1572.1207,1577.5094,0.4857564
85,1494.5284,1486.6301,39.277882,104,1556.6841,1564.5824,0.28222674
104,1556.6841,1564.5824,47.400936,85,1494.5284,1486.6301,0.71777326
111,1579.6914,1596.1458,50.584045,89,1463.0704,1446.6161,0.52390128
89,1463.0704,1446.6161,35.120384,111,1579.6914,1596.1458,0.47609872
106,1676.5377,1688.0402,59.074192,80,1447.0939,1435.5914,0.67811853
80,1447.0939,1435.5914,33.992588,106,1676.5377,1688.0402,0.32188147
98,1625.7593,1627.1271,53.594196,97,1486.6301,1485.2623,0.79843444
97,1486.6301,1485.2623,39.134682,98,1625.7593,1627.1271,0.20156556
105,1627.5585,1631.6533,54.02264,99,1577.5094,1573.4146,0.70344394
99,1577.5094,1573.4146,48.301479,105,1627.5585,1631.6533,0.29655606
104,1472.2079,1477.4857,38.32148,95,1427.1407,1421.8629,0.69742662
95,1427.1407,1421.8629,32.603504,104,1472.2079,1477.4857,0.30257338
108,1466.4945,1474.9222,38.053848,101,1566.9778,1558.55,0.4993045
101,1566.9778,1558.55,46.78215,108,1466.4945,1474.9222,0.50069547
120,1376.0566,1383.9877,28.882662,100,1307.4346,1299.5035,0.72525233
100,1307.4346,1299.5035,21.389706,120,1376.0566,1383.9877,0.27474767
94,1717.5507,1706.4191,60.594765,102,1558.5579,1569.6895,0.58409089
102,1558.5579,1569.6895,47.922493,94,1717.5507,1706.4191,0.41590911
114,1418.4001,1423.5846,32.77668,113,1391.5839,1386.3994,0.39621067
113,1391.5839,1386.3994,29.113966,114,1418.4001,1423.5846,0.60378933
107,1334.8947,1331.7799,24.10177,130,1596.1458,1599.2605,0.11110252
130,1596.1458,1599.2605,50.892338,107,1334.8947,1331.7799,0.88889748
90,1364.6696,1351.8856,25.888828,115,1564.5824,1577.3663,0.36005059
115,1564.5824,1577.3663,48.702122,90,1364.6696,1351.8856,0.63994944
118,1420.5029,1455.8956,36.076824,90,1495.0768,1459.6841,0.26797366
90,1495.0768,1459.6841,36.468929,118,1420.5029,1455.8956,0.73202634
89,1491.7019,1482.9006,38.887531,102,1674.5647,1683.366,0.3829616
102,1674.5647,1683.366,58.677097,89,1491.7019,1482.9006,0.61703837
101,1446.6161,1461.765,36.684669,88,1608.208,1593.0591,0.4122791
88,1608.208,1593.0591,50.277401,101,1446.6161,1461.765,0.58772087
90,1448.1653,1446.4366,35.101948,94,1627.1271,1628.8557,0.1671679
94,1627.1271,1628.8557,53.75819,90,1448.1653,1446.4366,0.8328321
102,1631.6533,1634.7837,54.31712,93,1482.9006,1479.7703,0.8072027
93,1482.9006,1479.7703,38.560184,102,1631.6533,1634.7837,0.1927973
97,1351.8856,1355.6217,26.228678,95,1386.3994,1382.6633,0.59314185
95,1386.3994,1382.6633,28.756006,97,1351.8856,1355.6217,0.40685815
110,1688.0402,1692.0944,59.415245,105,1455.8956,1451.8414,0.68150246
105,1455.8956,1451.8414,35.658226,110,1688.0402,1692.0944,0.31849754
106,1656.8319,1658.6677,56.511845,98,1423.5846,1421.7488,0.87195164
98,1423.5846,1421.7488,32.592033,106,1656.8319,1658.6677,0.12804836
101,1421.8629,1411.3569,31.553724,117,1395.4547,1405.9607,0.39564884
117,1395.4547,1405.9607,31.019463,101,1421.8629,1411.3569,0.60435116
108,1569.6895,1557.4167,46.665588,110,1299.5035,1311.7762,0.89387625
110,1299.5035,1311.7762,22.39735,108,1569.6895,1557.4167,0.10612375
87,1450.8107,1446.0159,35.058731,94,1485.2623,1490.0571,0.31562179
94,1485.2623,1490.0571,39.636848,87,1450.8107,1446.0159,0.68437821
87,1435.5914,1430.9291,33.518803,96,1706.4191,1711.0814,0.27222502
96,1706.4191,1711.0814,60.969963,87,1435.5914,1430.9291,0.72777498
99,1683.366,1684.4205,58.767048,89,1331.7799,1330.7253,0.93083185
89,1331.7799,1330.7253,24.010044,99,1683.366,1684.4205,0.06916815
96,1477.4857,1473.2731,37.881805,107,1593.0591,1597.2717,0.22427243
107,1593.0591,1597.2717,50.695629,96,1477.4857,1473.2731,0.77572757
95,1461.765,1450.746,35.545307,115,1459.6841,1470.7031,0.36269933
115,1459.6841,1470.7031,37.613926,95,1461.765,1450.746,0.63730067
116,1573.4146,1581.307,49.100124,104,1577.3663,1569.4739,0.63480771
104,1577.3663,1569.4739,47.90052,116,1573.4146,1581.307,0.36519229
88,1383.9877,1381.6324,28.657593,95,1558.55,1560.9053,0.17072356
95,1558.55,1560.9053,47.024078,88,1383.9877,1381.6324,0.82927644
110,1599.2605,1603.229,51.283409,97,1451.8414,1447.8729,0.80600518
97,1451.8414,1447.8729,35.249569,110,1599.2605,1603.229,0.19399482
101,1597.2717,1591.4412,50.11623,111,1634.7837,1640.6143,0.31182897
111,1634.7837,1640.6143,54.861515,101,1597.2717,1591.4412,0.68817103
91,1411.3569,1402.0804,30.637497,103,1569.4739,1578.7504,0.41713443
103,1569.4739,1578.7504,48.842083,91,1411.3569,1402.0804,0.5828656
98,1490.0571,1485.1007,39.117764,101,1421.7488,1426.7052,0.45451814
101,1421.7488,1426.7052,33.091347,98,1490.0571,1485.1007,0.54548186
107,1711.0814,1713.3668,61.152298,106,1474.9222,1472.6368,0.68649751
106,1474.9222,1472.6368,37.81546,107,1711.0814,1713.3668,0.31350249
95,1311.7762,1288.4861,20.510496,120,1355.6217,1378.9119,0.58011645
120,1355.6217,1378.9119,28.398624,95,1311.7762,1288.4861,0.41988355
108,1557.4167,1565.7228,47.517586,92,1330.7253,1322.4193,0.67465043
92,1330.7253,1322.4193,23.294798,108,1557.4167,1565.7228,0.3253496
87,1473.2731,1466.4758,37.173935,95,1446.4366,1453.2339,0.39623839
95,1446.4366,1453.2339,35.801876,87,1473.2731,1466.4758,0.60376161
100,1628.8557,1639.4945,54.757385,86,1479.7703,1469.1315,0.57017338
86,1479.7703,1469.1315,37.450245,100,1628.8557,1639.4945,0.42982662
99,1450.746,1447.062,35.166203,118,1658.6677,1662.3517,0.14522672
118,1658.6677,1662.3517,56.841774,99,1450.746,1447.062,0.85477328
101,1405.9607,1402.0795,30.637402,108,1684.4205,1688.3018,0.2636084
108,1684.4205,1688.3018,59.096294,101,1405.9607,1402.0795,0.7363916
112,1381.6324,1385.3759,29.015697,109,1382.6633,1378.9199,0.63869673
109,1382.6633,1378.9199,28.399389,112,1381.6324,1385.3759,0.36130327
98,1430.9291,1437.8595,34.223778,89,1446.0159,1439.0854,0.61982363
89,1446.0159,1439.0854,34.348927,98,1430.9291,1437.8595,0.38017637
104,1470.7031,1491.3763,39.775089,86,1662.3517,1641.6785,0.37108347
86,1662.3517,1641.6785,54.960297,104,1470.7031,1491.3763,0.6289165
105,1560.9053,1564.9777,47.44138,102,1581.307,1577.2346,0.61258811
102,1581.307,1577.2346,48.688789,105,1560.9053,1564.9777,0.38741189
96,1603.229,1610.1134,51.957077,83,1565.7228,1558.8384,0.68816394
83,1565.7228,1558.8384,46.81179,96,1603.229,1610.1134,0.31183606
97,1692.0944,1681.4697,58.514828,98,1402.0795,1412.7041,0.90422755
98,1402.0795,1412.7041,31.687641,97,1692.0944,1681.4697,0.095772445
82,1472.6368,1471.389,37.685394,85,1688.3018,1689.5496,0.13978064
85,1688.3018,1689.5496,59.201534,82,1472.6368,1471.389,0.86021936
108,1639.4945,1625.0542,53.396961,116,1591.4412,1605.8815,0.70104176
116,1591.4412,1605.8815,51.543694,108,1639.4945,1625.0542,0.29895824
109,1402.0804,1387.6078,29.230169,118,1378.9199,1393.3926,0.67017329
118,1378.9199,1393.3926,29.789297,109,1402.0804,1387.6078,0.32982671
107,1447.8729,1455.298,36.015049,94,1426.7052,1419.2802,0.6676327
94,1426.7052,1419.2802,32.344299,107,1447.8729,1455.298,0.3323673
96,1385.3759,1371.4777,27.696663,112,1288.4861,1302.3843,0.49552417
112,1288.4861,1302.3843,21.623573,96,1385.3759,1371.4777,0.50447583
98,1453.2339,1463.5957,36.874668,92,1640.6143,1630.2524,0.3768355
92,1640.6143,1630.2524,53.890369,98,1453.2339,1463.5957,0.62316453
95,1439.0854,1442.2758,34.675194,91,1378.9119,1375.7216,0.71545619
91,1378.9119,1375.7216,28.096354,95,1439.0854,1442.2758,0.28454381
98,1466.4758,1459.2222,36.421078,109,1469.1315,1476.3851,0.35642076
109,1469.1315,1476.3851,38.206547,98,1466.4758,1459.2222,0.64357924
95,1322.4193,1315.8237,22.736092,118,1447.062,1453.6576,0.21532059
118,1447.062,1453.6576,35.845612,95,1322.4193,1315.8237,0.78467941
102,1485.1007,1475.1268,38.075199,110,1558.8384,1568.8123,0.53772271
110,1558.8384,1568.8123,47.833069,102,1485.1007,1475.1268,0.46227729
101,1437.8595,1445.0095,34.955425,98,1610.1134,1602.9634,0.39749181
98,1610.1134,1602.9634,51.257294,101,1437.8595,1445.0095,0.60250819
90,1476.3851,1473.8804,37.945148,95,1605.8815,1608.3862,0.21063751
95,1605.8815,1608.3862,51.788647,90,1476.3851,1473.8804,0.78936249
95,1471.389,1464.0791,36.924866,96,1371.4777,1378.7876,0.75965381
96,1371.4777,1378.7876,28.386822,95,1471.389,1464.0791,0.24034619
84,1315.8237,1311.9216,22.409464,103,1713.3668,1717.2689,0.15280145
103,1713.3668,1717.2689,61.461197,84,1315.8237,1311.9216,0.84719855
92,1641.6785,1646.2084,55.378704,83,1564.9777,1560.4478,0.73442131
83,1564.9777,1560.4478,46.977116,92,1641.6785,1646.2084,0.26557869
107,1412.7041,1401.8365,30.613552,112,1375.7216,1386.5891,0.68751669
112,1375.7216,1386.5891,29.132195,107,1412.7041,1401.8365,0.31248331
95,1393.3926,1388.1447,29.281864,121,1577.2346,1582.4825,0.16329324
121,1577.2346,1582.4825,49.218552,95,1393.3926,1388.1447,0.83670676
100,1578.7504,1579.9779,48.966061,99,1419.2802,1418.0526,0.81662256
99,1419.2802,1418.0526,32.221359,100,1578.7504,1579.9779,0.18337744
122,1681.4697,1682.7832,58.6273,104,1302.3843,1301.0708,0.94035447
104,1302.3843,1301.0708,21.516737,122,1681.4697,1682.7832,0.059645534
102,1625.0542,1632.4015,54.093159,95,1689.5496,1682.2023,0.55091816
95,1689.5496,1682.2023,58.577595,102,1625.0542,1632.4015,0.44908184
81,1459.2222,1453.2917,35.807846,93,1717.2689,1723.1993,0.28704277
93,1717.2689,1723.1993,61.924797,81,1459.2222,1453.2917,0.71295726
96,1630.2524,1620.2788,52.940174,102,1455.298,1465.2716,0.60622525
102,1455.298,1465.2716,37.048756,96,1630.2524,1620.2788,0.39377475
95,1491.3763,1481.9843,38.791676,102,1560.4478,1569.8398,0.54439265
102,1560.4478,1569.8398,47.937817,95,1491.3763,1481.9843,0.45560735
94,1475.1268,1470.2706,37.568874,98,1442.2758,1447.132,0.40455043
98,1442.2758,1447.132,35.173393,94,1475.1268,1470.2706,0.59544957
92,1463.5957,1458.2117,36.316433,98,1453.6576,1459.0416,0.37321758
98,1453.6576,1459.0416,36.402374,92,1463.5957,1458.2117,0.62678242
102,1378.7876,1389.3278,29.395927,98,1445.0095,1434.4694,0.27750927
98,1445.0095,1434.4694,33.878384,102,1378.7876,1389.3278,0.72249073
84,1464.0791,1470.8225,37.626366,81,1418.0526,1411.3092,0.42294472
81,1418.0526,1411.3092,31.548983,84,1464.0791,1470.8225,0.57705528
104,1646.2084,1649.4722,55.67807,99,1568.8123,1565.5485,0.73520124
99,1568.8123,1565.5485,47.499763,104,1646.2084,1649.4722,0.26479876
91,1582.4825,1567.2363,47.672245,109,1682.2023,1697.4485,0.50040334
109,1682.2023,1697.4485,59.860798,91,1582.4825,1567.2363,0.49959666
103,1579.9779,1583.5286,49.323807,87,1386.5891,1383.0385,0.84407705
87,1386.5891,1383.0385,28.791857,103,1579.9779,1583.5286,0.15592295
94,1411.3092,1409.7271,31.391989,103,1682.7832,1684.3654,0.10542244
103,1682.7832,1684.3654,58.762348,94,1411.3092,1409.7271,0.89457756
76,1453.2917,1446.1044,35.067822,88,1470.2706,1477.458,0.33773941
88,1470.2706,1477.458,38.318584,76,1453.2917,1446.1044,0.66226059
85,1569.8398,1580.2828,48.996834,81,1632.4015,1621.9585,0.28175354
81,1632.4015,1621.9585,53.101219,85,1569.8398,1580.2828,0.71824646
108,1608.3862,1610.444,51.989269,99,1383.0385,1380.9807,0.86678797
99,1383.0385,1380.9807,28.595455,108,1608.3862,1610.444,0.13321203
108,1473.8804,1472.8485,37.837532,111,1723.1993,1724.2312,0.11806929
111,1723.1993,1724.2312,62.004734,108,1473.8804,1472.8485,0.88193071
108,1387.6078,1381.9327,28.686245,121,1465.2716,1470.9467,0.26449889
121,1465.2716,1470.9467,37.639297,108,1387.6078,1381.9327,0.73550111
112,1602.9634,1610.8291,52.026756,87,1301.0708,1293.2051,0.7617299
87,1301.0708,1293.2051,20.884109,112,1602.9634,1610.8291,0.2382701
81,1434.4694,1429.1704,33.340618,88,1447.132,1452.4309,0.34331906
88,1447.132,1452.4309,35.719021,81,1434.4694,1429.1704,0.65668094
98,1401.8365,1395.8828,30.031401,105,1388.1447,1394.0984,0.37828606
105,1388.1447,1394.0984,29.857832,98,1401.8365,1395.8828,0.62171394
104,1610.8291,1600.3613,51.001011,124,1620.2788,1630.7466,0.34750074
124,1620.2788,1630.7466,53.937057,104,1610.8291,1600.3613,0.65249926
94,1459.0416,1488.3126,39.454086,64,1446.1044,1416.8334,0.37726492
64,1446.1044,1416.8334,32.099411,94,1459.0416,1488.3126,0.62273508
70,1565.5485,1555.7898,46.498093,80,1481.9843,1491.7429,0.47636461
80,1481.9843,1491.7429,39.813507,70,1565.5485,1555.7898,0.52363539
97,1470.8225,1450.9158,35.562805,109,1394.0984,1414.0051,0.73444748
109,1394.0984,1414.0051,31.817169,97,1470.8225,1450.9158,0.26555252
99,1311.9216,1302.6346,21.643976,103,1293.2051,1302.4921,0.66449434
103,1293.2051,1302.4921,21.632357,99,1311.9216,1302.6346,0.33550566
102,1381.9327,1378.3267,28.343063,108,1458.2117,1461.8177,0.26605266
108,1458.2117,1461.8177,36.69014,102,1381.9327,1378.3267,0.73394734
87,1610.444,1602.9331,51.254318,102,1649.4722,1656.983,0.30995905
102,1649.4722,1656.983,56.360176,87,1610.444,1602.9331,0.69004095
113,1567.2363,1555.9459,46.514172,117,1472.8485,1484.1389,0.75380063
117,1472.8485,1484.1389,39.017097,113,1567.2363,1555.9459,0.24619937
104,1389.3278,1384.4576,28.927671,117,1697.4485,1702.3186,0.23182422
117,1697.4485,1702.3186,60.26123,104,1389.3278,1384.4576,0.76817578
94,1583.5286,1574.6444,48.426323,98,1580.2828,1589.167,0.6443581
98,1580.2828,1589.167,49.889179,94,1583.5286,1574.6444,0.3556419
102,1702.3186,1722.2671,61.85239,87,1724.2312,1704.2827,0.33141649
87,1724.2312,1704.2827,60.421406,102,1702.3186,1722.2671,0.66858351
87,1452.4309,1442.8982,34.738945,93,1491.7429,1501.2756,0.58645952
93,1491.7429,1501.2756,40.813118,87,1452.4309,1442.8982,0.41354048
86,1684.3654,1696.8286,59.809498,77,1656.983,1644.5198,0.39699042
77,1656.983,1644.5198,55.223129,86,1684.3654,1696.8286,0.60300958
93,1380.9807,1374.7252,28.00227,124,1555.9459,1562.2014,0.17039549
124,1555.9459,1562.2014,47.15704,93,1380.9807,1374.7252,0.82960451
96,1630.7466,1621.9792,53.103207,107,1589.167,1597.9343,0.41670978
107,1589.167,1597.9343,50.761219,96,1630.7466,1621.9792,0.58329022
85,1461.8177,1453.3699,35.81591,96,1429.1704,1437.6183,0.40426797
96,1429.1704,1437.6183,34.199169,85,1461.8177,1453.3699,0.59573203
101,1470.9467,1468.7104,37.406418,106,1621.9585,1624.1947,0.19078147
106,1621.9585,1624.1947,53.314991,101,1470.9467,1468.7104,0.80921853
132,1378.3267,1387.6567,29.23488,127,1562.2014,1552.8713,0.38158599
127,1562.2014,1552.8713,46.197166,132,1378.3267,1387.6567,0.61841404
110,1600.3613,1608.4431,51.794201,98,1409.7271,1401.6453,0.62755287
98,1409.7271,1401.6453,30.594776,110,1600.3613,1608.4431,0.37244713
97,1450.9158,1438.6041,34.299774,112,1574.6444,1586.9561,0.46590474
112,1574.6444,1586.9561,49.667896,97,1450.9158,1438.6041,0.53409529
89,1414.0051,1401.8717,30.617002,101,1302.4921,1314.6255,0.51656258
101,1302.4921,1314.6255,22.635481,89,1414.0051,1401.8717,0.48343745
98,1602.9331,1605.8438,51.539997,93,1302.6346,1299.724,0.76006037
93,1302.6346,1299.724,21.407545,98,1602.9331,1605.8438,0.23993962
91,1477.458,1472.0148,37.75061,98,1484.1389,1489.5822,0.35112345
98,1484.1389,1489.5822,39.587082,91,1477.458,1472.0148,0.64887655
103,1384.4576,1380.8146,28.579626,112,1704.2827,1707.9258,0.22004317
112,1704.2827,1707.9258,60.716492,103,1384.4576,1380.8146,0.77995682
97,1555.7898,1560.9249,47.026096,76,1395.8828,1390.7477,0.81699878
76,1395.8828,1390.7477,29.533081,97,1555.7898,1560.9249,0.18300122
108,1722.2671,1729.5696,62.414841,83,1605.8438,1598.5413,0.77657765
83,1605.8438,1598.5413,50.821251,108,1722.2671,1729.5696,0.22342235
104,1624.1947,1636.7458,54.500923,96,1621.9792,1609.4281,0.36287832
96,1621.9792,1609.4281,51.890297,104,1624.1947,1636.7458,0.63712168
92,1374.7252,1383.9175,28.875944,90,1696.8286,1687.6364,0.21780057
90,1696.8286,1687.6364,59.040051,92,1374.7252,1383.9175,0.78219944
80,1401.6453,1391.7014,29.62536,114,1501.2756,1511.2195,0.24064165
114,1501.2756,1511.2195,41.856056,80,1401.6453,1391.7014,0.75935835
88,1442.8982,1435.7969,34.013512,95,1586.9561,1594.0574,0.43693334
95,1586.9561,1594.0574,50.376698,88,1442.8982,1435.7969,0.56306666
95,1416.8334,1412.8165,31.698826,102,1488.3126,1492.3295,0.27148253
102,1488.3126,1492.3295,39.874985,95,1416.8334,1412.8165,0.72851747
94,1472.0148,1477.9581,38.370827,84,1438.6041,1432.6608,0.68308234
84,1438.6041,1432.6608,33.694542,94,1472.0148,1477.9581,0.31691766
99,1687.6364,1676.1967,58.060051,103,1387.6567,1399.0964,0.75972551
103,1387.6567,1399.0964,30.345053,99,1687.6364,1676.1967,0.24027449
111,1401.8717,1398.4346,30.280342,116,1468.7104,1472.1476,0.27679789
116,1468.7104,1472.1476,37.764454,111,1401.8717,1398.4346,0.72320211
105,1489.5822,1499.3794,40.61422,89,1299.724,1289.9268,0.626508
89,1299.724,1289.9268,20.624084,105,1489.5822,1499.3794,0.37349197
103,1707.9258,1691.6288,59.37624,118,1552.8713,1569.1683,0.57857317
118,1552.8713,1569.1683,47.869373,103,1707.9258,1691.6288,0.42142683
104,1390.7477,1415.6902,31.98522,93,1597.9343,1572.9918,0.14575279
93,1597.9343,1572.9918,48.258533,104,1390.7477,1415.6902,0.85424721
101,1609.4281,1598.8054,50.847366,106,1380.8146,1391.4373,0.67707431
106,1380.8146,1391.4373,29.599789,101,1609.4281,1598.8054,0.32292566
84,1608.4431,1598.2723,50.794659,95,1729.5696,1739.7404,0.469634
95,1729.5696,1739.7404,63.18008,84,1608.4431,1598.2723,0.530366
104,1437.6183,1442.875,34.736568,95,1391.7014,1386.4447,0.69845784
95,1391.7014,1386.4447,29.118317,104,1437.6183,1442.875,0.30154216
104,1435.7969,1454.8108,35.96471,87,1412.8165,1393.8026,0.39094049
87,1412.8165,1393.8026,29.829103,104,1435.7969,1454.8108,0.60905951
108,1598.5413,1601.5171,51.114952,100,1453.3699,1450.394,0.80397403
100,1453.3699,1450.394,35.509052,108,1598.5413,1601.5171,0.19602597
124,1691.6288,1692.7413,59.469376,118,1399.0964,1397.9839,0.9054752
118,1399.0964,1397.9839,30.236313,124,1691.6288,1692.7413,0.094524801
99,1314.6255,1312.2611,22.437763,117,1594.0574,1596.4218,0.10117966
117,1594.0574,1596.4218,50.611412,99,1314.6255,1312.2611,0.89882034
110,1499.3794,1510.9752,41.830444,98,1398.4346,1386.8387,0.5013597
98,1398.4346,1386.8387,29.156191,110,1499.3794,1510.9752,0.4986403
106,1739.7404,1742.0925,63.354038,101,1598.2723,1595.9202,0.80059248
101,1598.2723,1595.9202,50.561672,106,1739.7404,1742.0925,0.19940752
121,1472.1476,1483.7445,38.975826,110,1386.4447,1374.8478,0.4794364
110,1386.4447,1374.8478,28.013834,121,1472.1476,1483.7445,0.5205636
107,1560.9249,1564.2961,47.371635,103,1312.2611,1308.8899,0.70177776
103,1312.2611,1308.8899,22.157722,107,1560.9249,1564.2961,0.29822224
95,1454.8108,1442.6487,34.713387,104,1289.9268,1302.0889,0.59230506
104,1289.9268,1302.0889,21.599516,95,1454.8108,1442.6487,0.40769497
95,1450.394,1455.8378,36.070843,91,1511.2195,1505.7758,0.55613899
91,1511.2195,1505.7758,41.285156,95,1450.394,1455.8378,0.44386101
117,1644.5198,1648.8907,55.62487,92,1432.6608,1428.2898,0.85756421
92,1432.6608,1428.2898,33.251507,117,1644.5198,1648.8907,0.14243579
116,1569.1683,1584.7948,49.451073,98,1676.1967,1660.5702,0.48988682
98,1676.1967,1660.5702,56.682522,116,1569.1683,1584.7948,0.51011318
99,1383.9175,1382.2819,28.719572,103,1572.9918,1574.6274,0.15921968
103,1572.9918,1574.6274,48.424603,99,1383.9175,1382.2819,0.84078032
106,1391.4373,1378.0193,28.3139,116,1415.6902,1429.1082,0.60731387
116,1415.6902,1429.1082,33.334312,106,1391.4373,1378.0193,0.39268613
103,1477.9581,1474.0052,37.958176,107,1492.3295,1496.2823,0.34110487
107,1492.3295,1496.2823,40.289413,103,1477.9581,1474.0052,0.65889513
98,1442.875,1456.0247,36.090164,87,1393.8026,1380.653,0.4272297
87,1393.8026,1380.653,28.56423,98,1442.875,1456.0247,0.5727703
94,1636.7458,1632.4103,54.093987,97,1601.5171,1605.8527,0.40785176
97,1601.5171,1605.8527,51.540871,94,1636.7458,1632.4103,0.59214824
88,1429.1082,1417.671,32.183174,104,1382.2819,1393.719,0.42406881
104,1382.2819,1393.719,29.820984,88,1429.1082,1417.671,0.57593119
86,1564.2961,1560.92,47.025597,87,1510.9752,1514.3513,0.43322468
87,1510.9752,1514.3513,42.184368,86,1564.2961,1560.92,0.56677532
78,1505.7758,1496.2817,40.289349,108,1596.4218,1605.9158,0.25021863
108,1596.4218,1605.9158,51.54705,78,1505.7758,1496.2817,0.74978137
108,1595.9202,1583.052,49.275867,112,1442.6487,1455.5168,0.81121862
112,1442.6487,1455.5168,36.03767,108,1595.9202,1583.052,0.18878138
108,1378.0193,1377.5085,28.265474,109,1692.7413,1693.2521,0.084143817
109,1692.7413,1693.2521,59.512054,108,1378.0193,1377.5085,0.91585618
94,1308.8899,1304.9703,21.834911,106,1648.8907,1652.8103,0.20075922
106,1648.8907,1652.8103,55.98241,94,1308.8899,1304.9703,0.79924077
96,1496.2823,1493.7926,40.028362,103,1660.5702,1663.0599,0.17926091
103,1660.5702,1663.0599,56.90493,96,1496.2823,1493.7926,0.82073909
93,1652.8103,1640.2963,54.831966,101,1456.0247,1468.5387,0.63579118
101,1456.0247,1468.5387,37.388542,93,1652.8103,1640.2963,0.36420879
111,1304.9703,1299.6714,21.403288,122,1374.8478,1380.1467,0.27331001
122,1374.8478,1380.1467,28.516033,111,1304.9703,1299.6714,0.72668999
97,1496.2817,1480.89,38.677246,107,1474.0052,1489.397,0.66904747
107,1474.0052,1489.397,39.56768,97,1496.2817,1480.89,0.33095253
103,1428.2898,1435.6306,33.996578,97,1514.3513,1507.0105,0.52004832
97,1514.3513,1507.0105,41.414665,103,1428.2898,1435.6306,0.47995168
94,1742.0925,1743.8594,63.483959,86,1302.0889,1300.322,0.87623161
86,1302.0889,1300.322,21.455986,94,1742.0925,1743.8594,0.1237684
95,1605.8527,1598.3229,50.799656,99,1455.8378,1463.3676,0.57148409
99,1455.8378,1463.3676,36.850979,95,1605.8527,1598.3229,0.42851588
128,1483.7445,1518.51,42.620083,103,1584.7948,1550.0293,0.23915124
103,1584.7948,1550.0293,45.903576,128,1483.7445,1518.51,0.76084876
89,1397.9839,1394.0924,29.857252,105,1574.6274,1578.5189,0.16903412
105,1574.6274,1578.5189,48.818691,89,1397.9839,1394.0924,0.83096588
91,1377.5085,1372.8108,27.821917,99,1632.4103,1637.108,0.29076201
99,1632.4103,1637.108,54.534786,91,1377.5085,1372.8108,0.70923799
95,1560.92,1548.0681,45.70068,105,1598.8054,1611.6573,0.58844978
105,1598.8054,1611.6573,52.107304,95,1560.92,1548.0681,0.41155022
86,1386.8387,1380.1019,28.51177,97,1605.9158,1612.6526,0.33504322
97,1605.9158,1612.6526,52.203972,86,1386.8387,1380.1019,0.66495681
88,1743.8594,1730.0476,62.451279,91,1489.397,1503.2087,0.88497907
91,1489.397,1503.2087,41.015892,88,1743.8594,1730.0476,0.11502093
108,1417.671,1430.0177,33.426426,105,1611.6573,1599.3107,0.15547079
105,1611.6573,1599.3107,50.897293,108,1417.671,1430.0177,0.84452921
131,1693.2521,1705.8416,60.547993,96,1637.108,1624.5186,0.71071053
96,1637.108,1624.5186,53.34589,131,1693.2521,1705.8416,0.28928947
132,1455.5168,1468.8763,37.423687,89,1380.1467,1366.7872,0.73292452
89,1380.1467,1366.7872,27.258184,132,1455.5168,1468.8763,0.26707548
91,1493.7926,1501.3253,40.818329,86,1612.6526,1605.1199,0.47288492
86,1612.6526,1605.1199,51.469051,91,1493.7926,1501.3253,0.52711511
98,1507.0105,1522.1563,43.001808,85,1468.5387,1453.3929,0.412368
85,1468.5387,1453.3929,35.818291,98,1507.0105,1522.1563,0.587632
105,1393.719,1407.5162,31.173111,95,1578.5189,1564.7217,0.38033003
95,1578.5189,1564.7217,47.415188,105,1393.719,1407.5162,0.61966997
92,1480.89,1495.6542,40.223541,75,1583.052,1568.2878,0.4968887
75,1583.052,1568.2878,47.779575,92,1480.89,1495.6542,0.5031113
91,1463.3676,1474.3995,37.99931,87,1548.0681,1537.0361,0.2566942
87,1548.0681,1537.0361,44.555283,91,1463.3676,1474.3995,0.7433058
108,1453.3929,1449.6622,35.433681,113,1503.2087,1506.9395,0.29683626
113,1503.2087,1506.9395,41.407211,108,1453.3929,1449.6622,0.70316374
93,1380.653,1379.3131,28.436749,98,1624.5186,1625.8584,0.12137753
98,1624.5186,1625.8584,53.473557,93,1380.653,1379.3131,0.87862247
123,1599.3107,1600.2668,50.991692,122,1394.0924,1393.1362,0.85283071
122,1394.0924,1393.1362,29.764423,123,1599.3107,1600.2668,0.14716929
97,1366.7872,1381.0657,28.603552,90,1640.2963,1626.0178,0.26917776
90,1640.2963,1626.0178,53.488731,97,1366.7872,1381.0657,0.73082221
79,1598.3229,1594.442,50.414928,88,1705.8416,1709.7224,0.23244196
88,1705.8416,1709.7224,60.861046,79,1598.3229,1594.442,0.76755804
98,1435.6306,1450.9351,35.564793,76,1300.322,1285.0176,0.55063891
